'timestampMs','latitudeE7','longitudeE7', 'accuracy','velocity','altitude','verticalAccuracy','activity_timestampMs','activity','activity_confidence' 
1518733808000,47075665,-740351862,65,0,2613,130,,,
1518733792000,47075650,-740351873,62,0,2613,124,,,
1518733766000,47075665,-740351915,45,0,2613,91,1518733763458,STILL,100
1518733746000,47075611,-740351915,59,0,2613,118,,,
1518733726000,47075611,-740351969,39,0,2612,79,,,
1518733706000,47075665,-740352023,51,0,2613,103,,,
1518733688000,47075665,-740352076,50,0,2612,100,,,
1518733668000,47075665,-740352130,43,0,2611,88,,,
1518733649000,47077328,-740352237,60,0,2637,121,,,
1518733630315,47075291,-740350632,22,,,,,,
1518733603000,47075665,-740352130,51,0,2611,103,,,
1518733584000,47075665,-740352130,48,0,2611,97,1518733579716,STILL,100
1518733568000,47075650,-740352104,27,0,2610,55,,,
1518733553000,47075611,-740352184,60,0,2611,121,,,
1518733533000,47075558,-740352130,57,0,2612,115,,,
1518733519180,47075558,-740352184,76,,,,,,
1518733501091,47075558,-740352184,72,,,,,,
1518733482000,47075558,-740352184,33,0,2612,67,1518733482294,TILTING,100
1518733468112,47075387,-740351180,28,,,,,,
1518733448112,47075388,-740351181,22,,,,,,
1518733422154,47075078,-740351070,23,,,,,,
1518733379195,47075185,-740350772,23,,,,1518733384872,STILL,78
1518733358000,47075504,-740352237,54,0,2606,109,,,
1518733340000,47075504,-740352291,40,0,2610,82,,,
1518733320000,47075504,-740352398,40,0,2609,82,,,
1518733303000,47075504,-740352291,51,0,2608,103,1518733308194,TILTING,100
1518733283000,47075558,-740352023,48,0,2611,97,,,
1518733266774,47075482,-740350722,22,,,,,,
1518733250000,47075611,-740351808,69,0,2614,140,,,
1518733233554,47075501,-740350628,22,,,,1518733066302,TILTING,100
1518733209451,47075611,-740351862,133,,,,,,
1518733170000,47075632,-740352028,37,0,2610,76,,,
1518733155000,47075658,-740352143,57,0,2606,115,,,
1518733135000,47075662,-740352142,71,0,2606,143,,,
1518733111615,47075664,-740352140,85,,,,,,
1518733089000,47075665,-740352237,66,0,2603,133,,,
1518733071000,47075665,-740352237,66,0,2601,133,,,
1518733055000,47075631,-740352220,45,0,2601,91,,,
1518733039000,47075635,-740352271,51,0,2600,103,,,
1518733020000,47075808,-740352119,71,0,2598,143,,,
1518732995000,47075880,-740352130,62,0,2595,124,,,
1518732976184,47076009,-740352281,29,,,,,,
1518732956124,47076226,-740352180,29,,,,,,
1518732936125,47075282,-740352935,34,,,,,,
1518732916136,47074493,-740351115,23,,,,,,
1518732899000,47074914,-740351325,22,0,2602,46,1518732901088,STILL,60
1518732802293,47074821,-740350952,16,1,2599,33,1518732811033,TILTING,100
1518732799000,47074860,-740351003,34,1,2596,70,,,
1518732782000,47076094,-740346926,69,0,2605,140,,,
1518732757000,47076309,-740345854,56,0,2599,112,,,
1518732742665,47078156,-740350674,50,,,,,,
1518732720293,47075159,-740350456,22,,2585,2,1518732720977,STILL,55
1518732680869,47075176,-740350552,22,,,,,,
1518732620000,47076094,-740352130,50,0,2627,100,,,
1518732604000,47076038,-740352146,71,0,2625,143,,,
1518732581000,47076041,-740352130,30,0,2626,61,1518732590658,STILL,100
1518732565000,47076094,-740352130,54,0,2627,109,,,
1518732550000,47076094,-740352130,66,0,2628,133,,,
1518732530000,47076094,-740352130,53,0,2628,106,,,
1518732514000,47076041,-740352076,51,0,2628,103,,,
1518732499216,47076058,-740352063,65,,,,,,
1518732477000,47076063,-740352097,66,0,2627,133,,,
1518732453000,47076041,-740352023,59,0,2627,118,,,
1518732434000,47075987,-740352023,69,0,2626,140,,,
1518732420464,47075944,-740351910,49,,,,,,
1518732401000,47075987,-740351915,48,0,2623,97,1518732396885,STILL,100
1518732385000,47075969,-740351785,54,0,2623,109,,,
1518732370000,47075933,-740351915,69,0,2619,140,,,
1518732350000,47075987,-740351969,65,0,2618,130,,,
1518732330000,47075987,-740352023,65,0,2616,130,,,
1518732311000,47075987,-740352023,33,0,2607,67,,,
1518732295000,47075987,-740352023,63,0,2605,127,,,
1518732274000,47076152,-740351954,66,0,2600,133,,,
1518732253000,47075933,-740351915,31,0,2594,64,,,
1518732238589,47075128,-740350524,22,,,,,,
1518732175549,47075003,-740352046,18,0,2584,36,1518732204476,UNKNOWN,40
1518732135000,47074933,-740352049,78,0,2582,158,,,
1518732116734,47075523,-740350758,23,,,,1518732117535,STILL,100
1518731855511,47074936,-740350617,23,,,,,,
1518731800736,47074939,-740350787,22,,,,,,
1518731780215,47074982,-740350946,22,,,,,,
1518731680430,47075088,-740350591,22,,,,1518731680864,STILL,100
1518731560589,47075088,-740350591,22,,,,,,
1518731538000,47074324,-740350145,51,0,2595,103,,,
1518731519697,47075131,-740350846,22,,2590,2,,,
1518731254889,47074914,-740350625,22,,,,,,
1518731209000,47074914,-740351540,51,0,2613,103,,,
1518731189007,47075018,-740350467,22,,,,,,
1518730885000,47074914,-740351540,40,0,2614,82,,,
1518730868000,47074914,-740351540,40,0,2614,82,,,
1518730848000,47074914,-740351593,36,0,2614,73,,,
1518730829210,47074906,-740351630,23,,,,,,
1518730811000,47074914,-740351593,42,0,2613,85,,,
1518730791000,47074914,-740351647,42,0,2613,85,,,
1518730774000,47074860,-740351647,37,0,2613,76,,,
1518730754000,47074860,-740351647,53,0,2612,106,,,
1518730734000,47074860,-740351647,47,0,2611,94,,,
1518730714000,47074860,-740351647,40,0,2613,82,,,
1518730694000,47074860,-740351593,54,0,2611,109,,,
1518730674000,47074860,-740351593,34,0,2611,70,,,
1518730659285,47074860,-740351593,56,0,2611,112,1518730659048,STILL,100
1518730657000,47074860,-740351593,56,0,2611,112,,,
1518730637000,47074807,-740351540,45,0,2611,91,,,
1518730617000,47074807,-740351486,47,0,2609,94,,,
1518730597000,47074807,-740351433,42,0,2610,85,,,
1518730577000,47074807,-740351433,54,0,2608,109,,,
1518730557000,47074807,-740351433,43,0,2609,88,,,
1518730537000,47074807,-740351433,30,0,2610,61,,,
1518730521344,47074798,-740351445,43,,,,,,
1518730505154,47074714,-740351355,66,,,,,,
1518730484000,47074699,-740351325,42,0,2613,85,,,
1518730465000,47074753,-740351325,31,0,2613,64,1518730463371,STILL,55
1518730451396,47074753,-740351364,18,0,2614,36,,,
1518730435000,47074753,-740351364,18,0,2614,36,,,
1518730419000,47074753,-740351365,18,0,2614,36,,,
1518730404000,47074751,-740351365,16,0,2614,33,,,
1518730388000,47074752,-740351365,16,0,2614,33,,,
1518730373000,47074753,-740351365,16,0,2614,33,,,
1518730358000,47074753,-740351365,15,0,2614,30,,,
1518730343000,47074753,-740351366,15,0,2614,30,,,
1518730327000,47074753,-740351366,16,0,2614,33,,,
1518730311000,47074753,-740351365,15,0,2614,30,,,
1518730295000,47074751,-740351362,16,0,2614,33,,,
1518730280000,47074750,-740351361,16,0,2614,33,,,
1518730265000,47074748,-740351358,21,0,2614,42,,,
1518730249000,47074747,-740351357,19,0,2614,39,,,
1518730234000,47074737,-740351346,22,0,2613,46,,,
1518730219000,47074726,-740351335,21,0,2613,42,,,
1518730204000,47074699,-740351325,51,0,2613,103,,,
1518730184000,47074753,-740351379,45,0,2613,91,,,
1518730168000,47074753,-740351379,48,0,2613,97,,,
1518730153000,47074754,-740351364,27,0,2613,55,,,
1518730137000,47074756,-740351351,13,0,2613,27,,,
1518730122000,47074699,-740351272,56,0,2614,112,,,
1518730102000,47074753,-740351272,56,0,2614,112,,,
1518730085000,47074753,-740351272,57,0,2614,115,,,
1518730067000,47074753,-740351272,69,0,2614,140,,,
1518730045000,47074699,-740351272,50,0,2614,100,,,
1518730022000,47074676,-740351242,21,0,2614,42,,,
1518730007000,47074592,-740351164,59,0,2613,118,,,
1518729987000,47074592,-740351164,56,0,2613,112,,,
1518729970000,47074592,-740351164,40,0,2613,82,,,
1518729952000,47074646,-740351218,56,0,2614,112,,,
1518729935000,47074642,-740351197,45,0,2614,91,,,
1518729920000,47074646,-740351164,45,0,2614,91,,,
1518729903000,47074637,-740351167,22,0,2614,46,,,
1518729888000,47074592,-740351111,56,0,2614,112,,,
1518729870000,47074592,-740351111,53,0,2614,106,,,
1518729852000,47074538,-740351057,62,0,2614,124,,,
1518729831177,47074416,-740350936,114,,,,,,
1518729810000,47074378,-740350896,62,0,2613,124,,,
1518729791106,47074344,-740350856,87,,,,,,
1518729773000,47074270,-740350789,59,0,2613,118,,,
1518729757000,47074218,-740350732,47,0,2612,94,,,
1518729737000,47074163,-740350682,31,0,2612,64,,,
1518729722000,47073734,-740350252,48,0,2610,97,,,
1518729705000,47073680,-740350199,51,0,2610,103,,,
1518729685000,47073573,-740350145,65,0,2610,130,,,
1518729666000,47073538,-740350114,48,0,2609,97,,,
1518729651000,47073358,-740349931,57,0,2609,115,,,
1518729629000,47073267,-740349858,59,0,2609,118,,,
1518729613000,47073251,-740349877,54,0,2608,109,,,
1518729594000,47073251,-740349877,53,0,2608,106,,,
1518729578000,47073291,-740349900,42,0,2609,85,,,
1518729563000,47073305,-740349877,54,0,2609,109,,,
1518729543000,47073144,-740349770,53,0,2610,106,,,
1518729523000,47072768,-740349448,68,0,2606,137,,,
1518729506000,47072607,-740349340,68,0,2605,137,,,
1518729488000,47072453,-740349168,47,0,2605,94,,,
1518729473000,47072285,-740349072,62,0,2603,124,,,
1518729456000,47072071,-740348911,59,0,2604,118,,,
1518729436000,47071749,-740348804,63,0,2602,127,,,
1518729420000,47071588,-740348697,51,0,2603,103,,,
1518729399000,47068369,-740345961,50,0,2589,100,,,
1518729380594,47074989,-740350500,22,,,,,,
1518729358771,47075205,-740350592,22,,,,,,
1518729338556,47075200,-740350484,22,,,,,,
1518729318159,47075200,-740350484,22,,,,,,
1518729296630,47074968,-740350091,19,0,2638,39,,,
1518729283557,47075226,-740350349,22,,,,1518729283452,STILL,100
1518729094337,47074548,-740351244,114,,,,,,
1518729073000,47074592,-740351272,36,0,2596,73,,,
1518729053000,47074600,-740351251,4,0,2600,9,,,
1518729034193,47075216,-740350340,22,,,,,,
1518728702870,47075198,-740350508,22,,,,,,
1518728684000,47074699,-740351218,51,0,2600,103,,,
1518728667000,47074699,-740351218,47,0,2600,94,,,
1518728647000,47074646,-740351218,53,0,2593,106,,,
1518728627000,47074592,-740351218,45,0,2601,91,,,
1518728607000,47074592,-740351218,45,0,2601,91,,,
1518728592311,47074586,-740351214,61,,,,,,
1518728573000,47074588,-740351209,77,0,2601,155,,,
1518728554000,47074592,-740351218,68,0,2601,137,,,
1518728537000,47074538,-740351218,65,0,2601,130,,,
1518728516000,47074567,-740351204,71,0,2601,143,,,
1518728498000,47074592,-740351218,56,0,2602,112,,,
1518728481000,47074592,-740351218,48,0,2599,97,,,
1518728461000,47074646,-740351218,53,0,2604,106,,,
1518728444000,47074646,-740351218,54,0,2604,109,,,
1518728430135,47074592,-740351218,61,,,,,,
1518728410449,47074592,-740351218,42,0,2604,85,1518728410228,STILL,100
1518728396000,47074646,-740351218,43,0,2605,88,,,
1518728376000,47074699,-740351218,33,0,2605,67,,,
1518728356000,47074699,-740351272,45,0,2605,91,,,
1518728336000,47074753,-740351325,34,0,2605,70,,,
1518728316000,47074807,-740351379,34,0,2606,70,,,
1518728296000,47074860,-740351433,21,0,2609,42,,,
1518728279000,47075075,-740351486,51,0,2612,103,,,
1518728257000,47074955,-740351770,12,0,2614,24,,,
1518728242000,47074163,-740352237,48,0,2621,97,,,
1518728225000,47075611,-740350950,68,0,2617,137,1518728225969,STILL,43
1518728205000,47074270,-740352023,57,0,2625,115,,,
1518728187000,47074163,-740349126,36,0,2618,73,,,
1518728172000,47075473,-740351110,48,0,2619,97,1518728164090,STILL,33
1518728152000,47076470,-740352666,34,0,2609,70,,,
1518728135642,47074632,-740351993,39,0,2614,79,,,
1518728130000,47074538,-740351915,60,0,2612,121,,,
1518728107000,47074524,-740351515,68,0,2600,137,,,
1518728088000,47074538,-740351540,37,0,2589,76,,,
1518728072000,47074535,-740351536,9,0,2609,18,,,
1518728057000,47074324,-740351486,36,0,2603,73,,,
1518728038150,47074271,-740351550,32,,,,,,
1518728018252,47074212,-740351572,31,,,,,,
1518727998916,47074078,-740351311,21,,,,,,
1518727980000,47074431,-740351486,42,0,2597,85,,,
1518727958000,47074426,-740351491,15,0,2597,30,,,
1518727943000,47074431,-740351486,31,0,2596,64,,,
1518727926000,47074431,-740351486,43,0,2596,88,,,
1518727909000,47074431,-740351486,47,0,2597,94,,,
1518727889000,47074431,-740351540,40,0,2597,82,,,
1518727869000,47074431,-740351540,40,0,2597,82,1518727872737,STILL,100
1518727849000,47074431,-740351540,50,0,2597,100,,,
1518727832000,47074431,-740351540,40,0,2596,82,,,
1518727812000,47074431,-740351540,43,0,2597,88,,,
1518727792000,47074378,-740351540,37,0,2596,76,,,
1518727772000,47074431,-740351540,40,0,2596,82,,,
1518727752000,47074431,-740351540,37,0,2596,76,,,
1518727735000,47074378,-740351540,47,0,2596,94,,,
1518727715000,47074378,-740351486,45,0,2596,91,,,
1518727695000,47074378,-740351486,42,0,2595,85,,,
1518727675000,47074378,-740351540,50,0,2595,100,,,
1518727655000,47074378,-740351540,42,0,2595,85,,,
1518727635000,47074378,-740351486,53,0,2595,106,,,
1518727615000,47074324,-740351486,45,0,2594,91,,,
1518727595000,47074324,-740351486,45,0,2593,91,,,
1518727575000,47074324,-740351486,60,0,2593,121,,,
1518727555000,47074324,-740351486,51,0,2592,103,,,
1518727535000,47074270,-740351486,50,0,2592,100,,,
1518727515000,47074270,-740351486,45,0,2592,91,,,
1518727495000,47074270,-740351486,54,0,2591,109,,,
1518727475000,47074270,-740351486,51,0,2591,103,,,
1518727458000,47074270,-740351486,51,0,2591,103,,,
1518727438000,47074270,-740351486,53,0,2591,106,,,
1518727418000,47074270,-740351486,48,0,2591,97,,,
1518727399353,47074252,-740351500,126,,,,,,
1518727378000,47074270,-740351486,62,0,2590,124,,,
1518727358000,47074270,-740351486,57,0,2590,115,,,
1518727339293,47074269,-740351509,118,,,,,,
1518727319183,47074281,-740351522,83,,,,,,
1518727302885,47074271,-740351533,137,,,,,,
1518727281000,47074270,-740351540,54,0,2590,109,,,
1518727261000,47074270,-740351540,65,0,2589,130,,,
1518727241000,47074217,-740351540,48,0,2589,97,,,
1518727224000,47074217,-740351540,59,0,2588,118,,,
1518727204000,47074217,-740351593,51,0,2587,103,,,
1518727184000,47074217,-740351593,48,0,2586,97,,,
1518727164000,47074163,-740351593,48,0,2585,97,,,
1518727145635,47074166,-740351598,70,,,,,,
1518727127000,47074163,-740351647,45,0,2584,91,,,
1518727110000,47074163,-740351647,43,0,2584,88,,,
1518727090000,47074163,-740351647,43,0,2583,88,,,
1518727070000,47074163,-740351647,53,0,2583,106,,,
1518727050000,47074163,-740351647,53,0,2583,106,,,
1518727031243,47074155,-740351644,128,,,,,,
1518727011263,47074162,-740351619,129,,,,,,
1518726991204,47074170,-740351627,129,,,,,,
1518726971214,47074188,-740351649,78,,,,,,
1518726953000,47074217,-740351647,45,0,2583,91,,,
1518726933000,47074217,-740351647,54,0,2582,109,,,
1518726913000,47074217,-740351647,43,0,2582,88,,,
1518726896000,47074217,-740351647,47,0,2582,94,,,
1518726876000,47074217,-740351593,51,0,2582,103,,,
1518726856000,47074163,-740351593,43,0,2582,88,,,
1518726836000,47074163,-740351593,60,0,2582,121,,,
1518726819000,47074163,-740351647,45,0,2582,91,,,
1518726799000,47074163,-740351647,53,0,2581,106,,,
1518726782000,47074163,-740351647,43,0,2581,88,,,
1518726763173,47074159,-740351675,37,,,,,,
1518726743252,47074163,-740351673,35,,,,,,
1518726725000,47074163,-740351647,65,0,2580,130,,,
1518726706272,47074167,-740351673,40,,,,,,
1518726688000,47074163,-740351647,47,0,2580,94,,,
1518726668000,47074163,-740351647,69,0,2580,140,,,
1518726650000,47074217,-740351647,59,0,2580,118,,,
1518726628000,47074217,-740351593,51,0,2580,103,,,
1518726608000,47074163,-740351593,43,0,2581,88,1518726600725,STILL,100
1518726588000,47074163,-740351593,45,0,2581,91,,,
1518726571000,47074163,-740351593,48,0,2581,97,,,
1518726551000,47074163,-740351540,42,0,2581,85,,,
1518726531000,47074217,-740351593,39,0,2581,79,,,
1518726514000,47074217,-740351593,54,0,2580,109,,,
1518726497000,47074163,-740351593,53,0,2580,106,,,
1518726478222,47074178,-740351536,35,,,,,,
1518726460000,47074163,-740351593,57,0,2580,115,,,
1518726440000,47074163,-740351540,50,0,2582,100,,,
1518726420000,47074163,-740351540,50,0,2583,100,,,
1518726403467,47074196,-740351389,52,,,,,,
1518726383000,47074217,-740351379,47,0,2580,94,,,
1518726366000,47074217,-740351433,47,0,2579,94,1518726365641,STILL,100
1518726346000,47074217,-740351325,53,0,2581,106,,,
1518726326000,47074163,-740351325,63,0,2582,127,,,
1518726309000,47074217,-740351433,48,0,2582,97,,,
1518726289000,47074217,-740351325,68,0,2584,137,,,
1518726271000,47074163,-740351272,59,0,2581,118,,,
1518726255000,47074337,-740351428,40,0,2588,82,,,
1518726241263,47075295,-740350839,23,,,,,,
1518726213000,47074431,-740351647,59,0,2592,118,,,
1518726196000,47074485,-740351433,56,0,2596,112,,,
1518726177262,47074496,-740351582,32,,,,,,
1518726157234,47074700,-740351773,28,,,,,,
1518726139000,47075129,-740352023,54,0,2613,109,,,
1518726122000,47074914,-740352076,48,0,2615,97,,,
1518726103143,47074576,-740351645,35,,,,,,
1518726085000,47074592,-740351647,50,0,2610,100,,,
1518726066293,47074577,-740351643,39,,,,,,
1518726046193,47074577,-740351643,28,,,,,,
1518726029182,47074576,-740351642,49,,,,,,
1518726009152,47074575,-740351643,34,,,,,,
1518725988000,47074592,-740351647,42,0,2602,85,,,
1518725968000,47074592,-740351647,25,0,2608,52,,,
1518725951000,47074592,-740351647,45,0,2603,91,,,
1518725931000,47074592,-740351647,45,0,2610,91,1518725923226,STILL,100
1518725914000,47074592,-740351647,36,0,2610,73,,,
1518725894000,47074592,-740351647,37,0,2610,76,,,
1518725874000,47074592,-740351647,51,0,2610,103,,,
1518725854000,47074592,-740351647,42,0,2610,85,,,
1518725834000,47074592,-740351647,40,0,2610,82,,,
1518725817000,47074592,-740351647,43,0,2610,88,,,
1518725797000,47074592,-740351593,45,0,2610,91,,,
1518725780000,47074592,-740351593,48,0,2610,97,,,
1518725760000,47074592,-740351593,45,0,2610,91,,,
1518725740000,47074592,-740351593,43,0,2610,88,,,
1518725723000,47074592,-740351593,43,0,2610,88,,,
1518725703000,47074592,-740351647,42,0,2610,85,,,
1518725683000,47074592,-740351647,42,0,2610,85,,,
1518725663000,47074592,-740351647,42,0,2610,85,,,
1518725643000,47074592,-740351647,36,0,2610,73,,,
1518725623000,47074646,-740351647,45,0,2610,91,,,
1518725603000,47074646,-740351647,54,0,2610,109,,,
1518725583000,47074646,-740351647,47,0,2610,94,,,
1518725563000,47074592,-740351647,40,0,2610,82,,,
1518725546000,47074592,-740351647,51,0,2610,103,,,
1518725527174,47074613,-740351641,86,,,,,,
1518725509000,47074592,-740351647,47,0,2610,94,,,
1518725489000,47074592,-740351647,47,0,2610,94,,,
1518725469000,47074592,-740351647,51,0,2610,103,,,
1518725449000,47074592,-740351647,51,0,2610,103,,,
1518725429000,47074592,-740351647,50,0,2610,100,,,
1518725409000,47074592,-740351647,43,0,2610,88,,,
1518725389000,47074592,-740351647,48,0,2610,97,,,
1518725369000,47074646,-740351593,47,0,2610,94,,,
1518725349000,47074646,-740351593,51,0,2610,103,,,
1518725329000,47074646,-740351593,43,0,2610,88,,,
1518725309000,47074646,-740351593,47,0,2610,94,,,
1518725289000,47074646,-740351593,47,0,2609,94,,,
1518725269000,47074646,-740351593,47,0,2609,94,,,
1518725249000,47074646,-740351540,39,0,2610,79,,,
1518725229000,47074646,-740351540,43,0,2609,88,,,
1518725209000,47074646,-740351540,37,0,2609,76,,,
1518725189000,47074646,-740351540,28,0,2609,58,,,
1518725172000,47074646,-740351540,33,0,2609,67,,,
1518725152000,47074646,-740351540,37,0,2610,76,,,
1518725132000,47074646,-740351540,31,0,2610,64,,,
1518725112000,47074646,-740351540,37,0,2610,76,,,
1518725092000,47074646,-740351540,48,0,2609,97,,,
1518725076000,47074637,-740351548,39,0,2609,79,,,
1518725061000,47074638,-740351548,74,0,2607,149,,,
1518725041000,47074646,-740351540,51,0,2605,103,,,
1518725024000,47074646,-740351540,54,0,2610,109,1518725020147,STILL,100
1518725004000,47074646,-740351540,54,0,2610,109,,,
1518724984000,47074592,-740351540,31,0,2611,64,,,
1518724967000,47074592,-740351540,42,0,2610,85,,,
1518724947000,47074592,-740351540,43,0,2609,88,,,
1518724927000,47074592,-740351540,51,0,2609,103,,,
1518724907000,47074592,-740351540,42,0,2609,85,,,
1518724887000,47074592,-740351540,43,0,2609,88,,,
1518724867000,47074592,-740351540,53,0,2609,106,,,
1518724847000,47074592,-740351540,47,0,2609,94,,,
1518724830000,47074592,-740351540,48,0,2609,97,,,
1518724810000,47074592,-740351540,24,0,2610,49,,,
1518724793000,47074592,-740351540,43,0,2610,88,,,
1518724773000,47074592,-740351540,37,0,2610,76,,,
1518724753000,47074538,-740351593,45,0,2610,91,,,
1518724733000,47074538,-740351593,45,0,2610,91,,,
1518724714213,47074540,-740351565,82,,,,,,
1518724696000,47074538,-740351540,37,0,2609,76,,,
1518724679000,47074538,-740351540,45,0,2609,91,,,
1518724659000,47074538,-740351540,45,0,2610,91,,,
1518724639000,47074538,-740351540,45,0,2610,91,,,
1518724622000,47074538,-740351486,47,0,2609,94,,,
1518724602000,47074538,-740351486,43,0,2609,88,,,
1518724585000,47074485,-740351486,42,0,2610,85,,,
1518724565000,47074431,-740351433,36,0,2611,73,,,
1518724545000,47074378,-740351486,51,0,2612,103,,,
1518724525000,47074431,-740351433,54,0,2611,109,,,
1518724505000,47074378,-740351433,50,0,2610,100,,,
1518724485000,47074378,-740351433,48,0,2611,97,,,
1518724465000,47074378,-740351486,39,0,2611,79,,,
1518724448000,47074324,-740351486,43,0,2612,88,,,
1518724429164,47074347,-740351476,118,,,,,,
1518724409083,47074341,-740351477,85,,,,,,
1518724391000,47074324,-740351486,54,0,2610,109,,,
1518724371000,47074270,-740351486,47,0,2610,94,,,
1518724354000,47074270,-740351540,42,0,2610,85,,,
1518724334000,47074270,-740351540,47,0,2611,94,,,
1518724314000,47074217,-740351593,50,0,2612,100,,,
1518724294000,47074217,-740351593,45,0,2611,91,,,
1518724277000,47074163,-740351593,42,0,2613,85,,,
1518724257000,47074217,-740351593,40,0,2613,82,,,
1518724237000,47074217,-740351540,42,0,2613,85,,,
1518724217000,47074163,-740351540,50,0,2613,100,,,
1518724197000,47074109,-740351486,48,0,2611,97,,,
1518724177000,47074163,-740351433,48,0,2614,97,,,
1518724157000,47074217,-740351325,39,0,2614,79,,,
1518724137000,47074270,-740351164,39,0,2616,79,,,
1518724117000,47074217,-740351218,50,0,2622,100,,,
1518724097000,47074324,-740351057,42,0,2620,85,,,
1518724080000,47074378,-740351164,36,0,2625,73,,,
1518724060000,47074485,-740351593,62,0,2630,124,,,
1518724041132,47074691,-740351483,70,,,,,,
1518724023000,47074699,-740351486,33,0,2621,67,,,
1518724003000,47074699,-740351486,36,0,2621,73,,,
1518723983000,47074699,-740351433,34,0,2621,70,,,
1518723964314,47074683,-740351446,113,,,,,,
1518723944183,47074691,-740351444,74,,,,,,
1518723926000,47074699,-740351433,43,0,2621,88,,,
1518723906000,47074699,-740351433,43,0,2620,88,,,
1518723886000,47074699,-740351433,39,0,2618,79,,,
1518723866000,47074699,-740351433,48,0,2616,97,,,
1518723849000,47074699,-740351433,39,0,2622,79,,,
1518723829000,47074699,-740351433,42,0,2622,85,,,
1518723809388,47074674,-740351418,104,,,,,,
1518723789000,47074699,-740351433,43,0,2621,88,,,
1518723769000,47074699,-740351433,42,0,2622,85,,,
1518723749000,47074699,-740351486,43,0,2623,88,,,
1518723729000,47074753,-740351486,54,0,2623,109,,,
1518723710203,47074717,-740351491,87,,,,,,
1518723692000,47074699,-740351486,45,0,2622,91,,,
1518723673283,47074715,-740351503,28,,,,,,
1518723656163,47074802,-740351481,40,,,,,,
1518723635000,47074860,-740351486,39,0,2629,79,,,
1518723618000,47074968,-740351486,59,0,2632,118,,,
1518723598000,47075021,-740351433,48,0,2635,97,,,
1518723581000,47075129,-740351433,56,0,2639,112,,,
1518723561000,47075236,-740351433,53,0,2643,106,,,
1518723541000,47075236,-740351433,43,0,2644,88,,,
1518723524000,47075289,-740351379,56,0,2644,112,,,
1518723505292,47075356,-740351376,39,,,,,,
1518723488153,47075412,-740351372,64,,,,,,
1518723469000,47075450,-740351379,53,0,2621,106,,,
1518723449000,47075450,-740351379,53,0,2654,106,1518723447675,STILL,100
1518723428000,47075450,-740351379,65,0,2654,130,,,
1518723410213,47075443,-740351358,82,,,,,,
1518723390151,47075450,-740351325,75,,,,,,
1518723368000,47075461,-740351351,47,0,2655,94,,,
1518723354194,47075466,-740351350,112,,,,1518723356185,STILL,100
1518723333000,47075504,-740351325,34,0,2657,70,,,
1518723316000,47075504,-740351325,57,0,2657,115,,,
1518723297303,47075496,-740351326,88,,,,,,
1518723278000,47075504,-740351325,65,0,2659,130,,,
1518723261000,47075504,-740351325,63,0,2658,127,,,
1518723239000,47075504,-740351325,42,0,2657,85,,,
1518723223000,47075492,-740351329,71,0,2657,143,,,
1518723209211,47075487,-740351334,129,,,,,,
1518723189223,47075484,-740351324,80,,,,,,
1518723171000,47075450,-740351272,62,0,2656,124,,,
1518723151000,47075450,-740351272,63,0,2656,127,,,
1518723131000,47075450,-740351272,47,0,2657,94,,,
1518723111000,47075450,-740351272,60,0,2656,121,,,
1518723091000,47075450,-740351272,53,0,2656,106,,,
1518723075000,47075451,-740351287,50,0,2656,100,,,
1518723057000,47075428,-740351256,60,0,2655,121,,,
1518723041000,47075397,-740351164,57,0,2653,115,,,
1518723021000,47075397,-740351164,56,0,2653,112,,,
1518723001000,47075397,-740351164,65,0,2654,130,,,
1518722981000,47075343,-740351111,47,0,2653,94,,,
1518722961000,47075343,-740351111,53,0,2653,106,,,
1518722941000,47075343,-740351003,53,0,2654,106,,,
1518722921000,47075343,-740350950,53,0,2654,106,,,
1518722901000,47075343,-740350896,53,0,2654,106,,,
1518722881000,47075289,-740350789,68,0,2654,137,,,
1518722861000,47075182,-740350413,56,0,2652,112,,,
1518722843000,47075075,-740350145,50,0,2650,100,,,
1518722828336,47075075,-740350010,74,,,,,,
1518722811000,47075075,-740349984,21,0,2650,42,,,
1518722795000,47075074,-740350007,103,0,2650,206,,,
1518722780000,47075074,-740350007,51,0,2650,103,,,
1518722764000,47075073,-740350007,215,0,2650,431,,,
1518722749000,47075073,-740350007,197,0,2650,394,,,
1518722733000,47075073,-740350008,74,0,2650,149,,,
1518722718000,47075073,-740350008,80,0,2650,161,,,
1518722701731,47075178,-740350753,22,,,,,,
1518722681153,47075173,-740350775,22,,,,,,
1518722661000,47075075,-740350009,179,0,2650,358,,,
1518722646924,47075180,-740350802,23,,,,,,
1518722626712,47075085,-740350832,22,,,,,,
1518722606151,47075114,-740350787,22,,,,,,
1518722585730,47075115,-740350783,23,,,,,,
1518722566000,47075075,-740350010,115,0,2650,231,,,
1518722552124,47075183,-740350764,23,,,,,,
1518722530800,47075188,-740350770,23,,,,,,
1518722509101,47075156,-740350782,22,,,,1518722508695,STILL,86
1518722489551,47075155,-740350783,22,,,,,,
1518722299290,47075075,-740350038,77,,,,,,
1518722284000,47075076,-740350020,81,0,2650,164,1518722286252,STILL,100
1518722260000,47075073,-740350047,62,0,2650,124,,,
1518722243000,47075065,-740350050,62,0,2650,124,,,
1518722228000,47075075,-740349984,63,0,2650,127,,,
1518722208000,47075021,-740349823,60,0,2651,121,,,
1518722188000,47075021,-740349877,47,0,2650,94,,,
